row_id,order_id,product_id,sales,quantity,discount,profit,shipping_cost
34,US-2014-SC2005055-41783,OFF-AR-6118,10.416,1,0.4,-0.7039999999999992,1.931
35,MX-2015-DM1352582-42139,OFF-SU-4305,300.72,14,0.0,129.07999999999998,21.216
36,MX-2015-DM1352582-42139,OFF-SU-2980,138.18,7,0.0,53.760000000000005,19.543
37,MX-2015-DM1352582-42139,OFF-SU-4976,90.79999999999998,4,0.0,31.76,21.756
38,MX-2015-SC2044031-42189,FUR-TA-3757,529.32,3,0.0,264.66,94.277
39,MX-2015-SC2044031-42189,FUR-BO-4865,333.6,4,0.0,106.72,45.851
40,MX-2015-SC2044031-42189,OFF-FA-3060,42.72,4,0.0,0.4,6.973999999999999
41,MX-2015-AR1082536-42347,OFF-SU-4327,62.40000000000002,3,0.2,8.579999999999993,15.739
42,MX-2014-RW1969082-41807,TEC-PH-5273,346.08000000000004,4,0.0,155.68,33.638
43,MX-2015-MT1781582-42306,TEC-MA-5548,414.0000000000001,2,0.0,45.52,21.914
44,MX-2015-MT1781582-42306,OFF-AP-4505,722.36,2,0.0,50.56000000000001,44.076
45,MX-2015-MT1781582-42306,TEC-AC-5216,56.34000000000001,3,0.0,3.9,2.519
46,MX-2015-LC1696018-42020,FUR-CH-5409,168.96,3,0.0,40.5,55.024
47,US-2013-AS1024036-41391,OFF-ST-4108,125.44,5,0.2,-0.0600000000000022,10.187
48,US-2013-AS1024036-41391,TEC-CO-3703,153.40752000000003,2,0.202,36.12751999999998,14.245
49,MX-2012-SF2020018-41071,FUR-FU-3036,26.76,2,0.0,7.479999999999999,2.04
50,MX-2015-MG1820528-42130,OFF-FA-2946,44.900000000000006,5,0.0,8.5,3.2060000000000004
51,MX-2012-KC1625582-41194,OFF-SU-6167,66.88000000000001,4,0.0,28.72,3.3560000000000003
52,US-2012-DW1348055-41000,TEC-CO-4574,230.67252,3,0.402,-85.64748000000004,9.81
53,US-2012-DW1348055-41000,TEC-CO-3703,172.43928000000002,3,0.402,-3.480720000000042,5.57
54,US-2012-DW1348055-41000,OFF-AP-4964,683.4959999999999,3,0.4,-79.76400000000004,50.128
55,US-2012-DW1348055-41000,OFF-EN-3100,27.71999999999999,2,0.4,4.120000000000002,1.597
56,MX-2014-DS1303036-41790,OFF-FA-6208,21.84,3,0.2,3.0,1.892
57,MX-2014-DS1303036-41790,FUR-BO-3630,200.544,4,0.4,-13.376,13.966
58,MX-2012-JM1558082-41045,TEC-PH-5355,2124.5000000000005,5,0.0,488.6,447.657
59,US-2012-PW1924098-41144,OFF-AR-5913,22.716,3,0.4,-11.784,1.5779999999999998
60,MX-2014-DS1303018-41923,TEC-PH-5832,391.32,9,0.0,144.72,28.183
61,MX-2012-CC1222082-41202,OFF-AP-4719,63.540000000000006,1,0.0,20.96,4.417
62,MX-2015-MG1820518-42140,FUR-BO-5760,875.22,3,0.0,139.98000000000002,220.767
63,US-2013-LC1688555-41512,FUR-BO-4862,437.68799999999993,3,0.4,-248.052,83.77000000000001
64,MX-2015-BT1153082-42077,OFF-BI-2902,68.6,2,0.0,26.72,14.015
65,MX-2015-BT1153082-42077,OFF-BI-2895,48.7,5,0.0,17.5,9.931
66,US-2013-RK1930055-41583,FUR-TA-4707,132.10800000000003,2,0.7,-92.492,10.484
67,MX-2012-PB1921031-41059,OFF-PA-4007,17.96,2,0.0,5.720000000000001,2.025
68,MX-2012-PB1921031-41059,TEC-CO-4573,635.6261999999999,5,0.002,266.12620000000004,18.263
69,MX-2014-BM1114028-41843,FUR-BO-5950,874.68,3,0.0,411.06000000000006,164.447
70,MX-2014-BM1114028-41843,FUR-FU-3946,75.96,6,0.0,37.92,10.098
71,US-2015-TZ2144518-42259,FUR-TA-3765,928.256,2,0.2,-81.22400000000002,75.005
72,US-2012-GZ1447036-40963,TEC-MA-5510,107.44800000000002,2,0.7,-121.792,7.317
73,MX-2013-FM1421582-41321,OFF-SU-6181,28.500000000000007,1,0.0,12.24,1.813
74,MX-2013-FM1421582-41321,TEC-AC-5193,98.0,5,0.0,20.5,4.939
75,MX-2013-FM1421582-41321,OFF-BI-3737,8.959999999999997,2,0.0,3.92,1.742
76,MX-2013-FM1421582-41321,OFF-EN-4917,135.7,5,0.0,31.2,9.463
77,US-2015-LR16915101-42180,OFF-SU-4316,18.528,2,0.4,-8.352,1.112
78,US-2015-LR16915101-42180,OFF-ST-6048,158.75999999999996,2,0.4,15.840000000000009,12.381
79,US-2015-LR16915101-42180,OFF-SU-4991,121.71599999999998,7,0.4,-2.0440000000000054,7.756
80,US-2012-KT1646598-41072,FUR-FU-6258,22.788,3,0.4,-0.7920000000000016,1.356
81,US-2012-KT1646598-41072,FUR-CH-5436,323.064,14,0.4,-124.096,4.365
82,US-2012-KT1646598-41072,TEC-AC-4166,137.51999999999998,3,0.4,-22.920000000000005,6.763
83,US-2012-KT1646598-41072,OFF-AR-3484,39.54,5,0.4,-19.860000000000003,3.076
84,MX-2014-MW1822082-41815,OFF-ST-4080,263.92,2,0.0,5.24,16.439
85,MX-2014-MW1822082-41815,OFF-SU-4135,144.3,5,0.0,36.0,7.595999999999999
86,MX-2015-CS1235582-42026,OFF-PA-4471,36.720000000000006,3,0.0,10.260000000000002,2.694
87,MX-2015-PS1876082-42173,OFF-FA-5469,76.96,8,0.0,9.92,10.711
88,MX-2015-PS1876082-42173,FUR-FU-4043,39.02400000000001,2,0.4,-1.9760000000000049,1.653
89,MX-2013-SC2084582-41636,TEC-AC-5199,142.68,3,0.0,32.760000000000005,14.507
90,MX-2013-SC2084582-41636,FUR-BO-3903,582.0,3,0.2,218.22000000000003,59.679
91,MX-2013-SC2084582-41636,OFF-BI-4825,41.940000000000005,9,0.0,0.0,5.218
92,MX-2013-SC2084582-41636,OFF-EN-3101,255.0,10,0.0,91.8,24.628
93,MX-2014-AJ1078082-41752,OFF-PA-6609,58.9,5,0.0,15.3,4.098
94,MX-2014-AJ1078082-41752,OFF-EN-5039,88.3,5,0.0,8.8,10.864
95,MX-2014-AJ1078082-41752,OFF-FA-6208,17.68,2,0.0,2.28,2.827
96,MX-2012-KT1646518-41017,FUR-BO-3895,575.9599999999999,7,0.0,120.82000000000002,55.573
97,MX-2012-KT1646518-41017,TEC-AC-4151,55.36,2,0.0,1.64,7.18
98,MX-2012-AH1007593-41202,OFF-ST-6060,96.0,3,0.0,4.8,5.6850000000000005
99,US-2014-NW1840036-41859,FUR-CH-5436,92.30400000000002,3,0.2,-3.5160000000000027,28.025
100,US-2014-NW1840036-41859,OFF-PA-3992,84.96,6,0.2,-5.4,18.581
101,MX-2014-JL1585051-41986,TEC-AC-5134,494.64,3,0.0,197.82,9.001000000000001
102,MX-2014-CG1204031-41977,OFF-FA-6194,39.400000000000006,5,0.0,5.1,3.461
103,US-2014-TB2140082-41947,FUR-CH-5452,244.56,5,0.2,-27.54,27.264
104,US-2014-TB2140082-41947,OFF-AR-5926,16.48,2,0.0,2.28,2.128
105,MX-2014-PB1915082-41973,OFF-EN-4908,5.679999999999999,1,0.0,2.26,1.627
106,MX-2013-MD1735082-41557,FUR-CH-4632,266.544,9,0.2,6.6240000000000006,29.587
107,US-2012-HD1478536-41178,OFF-PA-4464,77.28000000000002,3,0.2,-1.0200000000000045,5.989
108,US-2015-TT212655-42163,OFF-AR-6121,16.080000000000005,4,0.4,-5.360000000000003,2.223
109,US-2015-TT212655-42163,OFF-PA-4474,11.172,1,0.4,-0.1880000000000009,1.7100000000000002
110,MX-2014-RS1942082-41886,TEC-AC-5881,48.16,2,0.0,13.48,12.209
111,MX-2015-SC2068082-42231,TEC-PH-3143,465.0000000000001,5,0.0,27.9,55.55499999999999
112,MX-2013-EM1420051-41586,OFF-SU-4314,46.1,5,0.0,10.1,4.027
113,US-2014-SW202755-41898,OFF-PA-4168,66.94800000000001,7,0.4,-16.77200000000001,5.729
114,US-2014-SW202755-41898,OFF-PA-5891,65.232,9,0.4,8.531999999999993,6.273
115,US-2014-SW202755-41898,OFF-ST-6262,409.25999999999993,5,0.4,20.46000000000004,28.996
116,MX-2015-TS2108536-42059,OFF-FA-6203,27.76,5,0.2,1.3599999999999994,1.61
117,MX-2015-SS2041018-42336,TEC-PH-3817,461.8999999999999,5,0.0,101.6,78.476
118,MX-2014-AG1033028-41865,OFF-AP-4963,1052.16,3,0.0,0.0,166.26
119,MX-2014-AG1033028-41865,OFF-EN-4915,184.66000000000005,7,0.0,33.18000000000001,23.336
120,MX-2014-AG1033028-41865,OFF-FA-2954,33.60000000000001,3,0.0,9.72,1.289
121,US-2013-NP1868555-41347,OFF-EN-3664,101.94,5,0.4,-52.76000000000001,7.315
122,US-2013-PO19195143-41352,OFF-AR-6127,73.10400000000001,4,0.4,-1.296000000000015,6.416
123,US-2012-PB1915054-41271,FUR-BO-3899,273.12,4,0.4,-95.60000000000002,16.47
124,US-2012-PB1915054-41271,TEC-MA-5573,105.96000000000004,2,0.7,-127.16,11.695
125,MX-2015-JL1513018-42159,FUR-CH-5367,145.1,5,0.0,63.8,28.481
126,MX-2015-JL1513018-42159,TEC-CO-3703,191.85552,2,0.002,74.57552,32.388
127,MX-2015-JL1513018-42159,OFF-EN-4443,199.2,8,0.0,63.67999999999999,30.212
128,MX-2015-JL1513018-42159,FUR-CH-5446,191.2,2,0.0,38.24,6.4670000000000005
129,MX-2015-JL1513018-42159,OFF-AR-3526,107.81999999999998,3,0.0,51.71999999999999,10.823
130,MX-2012-BT1130531-40912,OFF-EN-4912,185.76,6,0.0,3.6,16.394
131,MX-2015-DR1288082-42363,OFF-PA-4477,47.39999999999999,3,0.0,22.26,4.391
132,US-2014-LP1708082-41957,FUR-BO-3904,966.4,5,0.2,-96.7,72.519
133,US-2015-TT2146036-42276,OFF-FA-6208,14.144000000000002,2,0.2,-1.256000000000001,1.886
134,US-2015-TT2146036-42276,OFF-BI-4830,5.552000000000001,1,0.2,-0.7680000000000002,1.178
135,MX-2015-FW143955-42306,OFF-LA-4688,13.32,5,0.4,0.4199999999999989,1.105
136,MX-2015-FW143955-42306,OFF-AP-4958,373.284,3,0.4,49.76399999999999,30.005000000000003
137,MX-2015-FW143955-42306,OFF-BI-6371,5.598000000000001,1,0.7,-13.061999999999998,1.403
138,US-2013-BM1114098-41343,OFF-AR-3545,81.816,7,0.4,-1.484000000000003,14.127
139,MX-2012-SC2002082-41051,TEC-MA-5499,464.64,4,0.0,171.84,8.222
140,MX-2014-MO1750018-41927,TEC-MA-5542,347.88,3,0.0,121.73999999999998,26.997000000000003
141,MX-2014-MO1750018-41927,OFF-BI-6379,29.04,3,0.0,1.98,2.192
142,MX-2013-KD1661582-41400,TEC-CO-3588,349.02056,2,0.002,65.74055999999999,22.535
143,MX-2013-KD1661582-41400,OFF-LA-3297,23.46,3,0.0,9.36,1.285
144,MX-2013-KD1661582-41400,OFF-EN-5039,70.64,4,0.0,7.040000000000001,5.457
145,MX-2012-EM1381036-41067,TEC-AC-4164,179.51999999999998,3,0.2,40.38,7.140000000000001
146,MX-2012-EM1381036-41067,OFF-FA-3020,17.856,2,0.2,-2.704,1.51
147,US-2013-BH1171055-41476,OFF-ST-4260,218.20800000000003,4,0.4,-127.31200000000004,25.065
148,US-2013-BH1171055-41476,OFF-LA-4659,6.767999999999999,2,0.4,-2.0320000000000005,1.815
149,US-2013-BH1171055-41476,TEC-CO-4568,422.76208,4,0.402,-178.19792,29.385
150,US-2013-BH1171055-41476,TEC-AC-5132,57.384,3,0.4,5.7239999999999895,2.379
151,MX-2014-BE1133531-41931,FUR-CH-4559,195.78000000000003,3,0.0,9.78,17.895
152,MX-2014-BE1133531-41931,OFF-BI-3293,19.3,5,0.0,7.099999999999999,2.012
153,MX-2014-BE1133531-41931,FUR-CH-5433,193.1,5,0.0,79.1,2.8760000000000003
154,US-2013-LW1699036-41461,OFF-BI-6383,80.736,3,0.2,-11.124,8.699
155,MX-2012-HE1480018-41103,OFF-SU-2993,103.08,3,0.0,26.76,7.875
156,MX-2013-LS1723093-41586,FUR-FU-3949,58.69999999999997,5,0.0,9.3,5.01
157,MX-2013-LS1723093-41586,OFF-PA-4461,105.06000000000002,3,0.0,36.720000000000006,9.517
158,MX-2013-ST2053082-41581,OFF-PA-6606,37.0,2,0.0,3.68,5.055
159,MX-2013-ST2053082-41581,OFF-BI-6405,13.62,3,0.0,6.480000000000001,2.39
160,MX-2015-GP1474031-42356,OFF-AR-5902,168.4,5,0.0,3.3,24.441
161,MX-2015-GP1474031-42356,OFF-EN-3667,152.64,6,0.0,35.04,31.558
162,MX-2013-TC2153531-41466,OFF-ST-6282,255.21999999999989,7,0.0,99.4,75.07000000000001
163,MX-2013-TC2153531-41466,OFF-AR-3477,210.48,6,0.0,75.72,79.432
164,US-2015-TZ21580143-42209,OFF-AP-3572,362.952,3,0.4,-60.52800000000004,30.049
165,MX-2013-AR1034582-41601,FUR-BO-5786,836.9279999999999,4,0.2,230.12800000000007,239.217
166,MX-2013-SL2015539-41486,FUR-CH-4559,326.3,5,0.0,16.3,26.909
167,MX-2013-SL2015539-41486,FUR-CH-5801,277.6,5,0.0,2.7000000000000006,17.622999999999998
168,MX-2014-DJ1363036-41963,FUR-CH-4633,30.81600000000001,1,0.2,9.615999999999996,2.872
169,US-2014-YS218805-41999,OFF-PA-6620,10.512,1,0.4,-2.808,3.155
170,MX-2014-BW1120082-41979,FUR-CH-4655,731.4239999999998,3,0.2,118.82400000000008,54.037
171,MX-2012-EB1417093-41110,FUR-BO-4864,650.88,8,0.0,32.48,49.413
172,MX-2014-MO1750082-41720,OFF-BI-2917,10.72,2,0.0,4.48,1.42
173,MX-2014-MO1750082-41720,TEC-CO-4780,342.5136,4,0.002,61.0736,44.541
174,MX-2014-MO1750082-41720,OFF-AP-4490,46.98,1,0.0,9.859999999999998,3.414
175,MX-2014-MO1750082-41720,TEC-AC-3381,56.19999999999999,2,0.0,15.16,2.994
176,MX-2014-JS1568539-41961,OFF-BI-3726,165.90000000000003,5,0.0,19.9,18.483
177,MX-2014-JS1568539-41961,OFF-EN-3092,12.8,2,0.0,4.96,1.907
178,MX-2014-JS1568539-41961,OFF-PA-4468,119.04,6,0.0,1.0799999999999998,11.432
179,MX-2014-TB2117531-41814,FUR-BO-5799,494.8,5,0.0,113.8,28.907
180,MX-2014-TB2117531-41814,OFF-AP-3864,1111.56,6,0.0,200.04,115.526
181,MX-2014-TB2117531-41814,TEC-AC-3398,370.4,10,0.0,55.4,32.328
182,MX-2014-TB2117531-41814,FUR-BO-5960,394.2,3,0.0,90.66,37.296
183,MX-2014-TB2117531-41814,OFF-ST-6025,14.4,2,0.0,3.28,1.162
184,US-2013-VW2177554-41590,OFF-PA-3990,61.38000000000001,5,0.4,-37.92000000000001,9.518
185,MX-2015-HF1499536-42293,TEC-PH-5830,141.88799999999998,4,0.2,19.488000000000007,4.893
186,MX-2014-CR1273028-41993,OFF-EN-4916,74.34,3,0.0,17.82,12.458
187,MX-2014-CR1273028-41993,FUR-CH-4564,121.58,1,0.0,15.8,2.52
188,MX-2014-CR1273028-41993,TEC-CO-6008,159.68,2,0.002,70.08,21.107
189,MX-2014-CR1273028-41993,FUR-TA-3420,1480.368,3,0.2,333.04800000000006,283.928
190,MX-2014-CR1273028-41993,FUR-TA-4648,982.912,2,0.2,-12.288000000000013,77.857
191,MX-2014-CR1273028-41993,TEC-PH-5249,346.73999999999995,3,0.0,100.5,70.849
192,MX-2014-CR1273028-41993,TEC-AC-5196,19.74,1,0.0,9.66,3.714
193,MX-2015-CM1244582-42327,OFF-EN-3108,58.3,5,0.0,15.1,1.855
194,MX-2013-BT1148528-41319,OFF-EN-3099,129.76,4,0.0,42.8,16.642
195,US-2013-ML1804098-41479,OFF-LA-3262,5.244000000000001,1,0.4,-2.4560000000000004,2.043
196,MX-2015-RW1963082-42187,FUR-CH-4700,89.248,2,0.2,6.688,12.848
197,US-2012-TB2135598-41241,OFF-LA-4542,6.6,2,0.4,-0.6799999999999997,1.858
198,US-2012-TB2135598-41241,OFF-EN-3090,101.808,14,0.4,-49.39200000000001,14.24
199,US-2014-RS1987036-41958,OFF-LA-4678,16.416000000000004,3,0.2,-1.2840000000000005,1.691
200,US-2014-RS1987036-41958,OFF-SU-4126,63.36,9,0.2,1.4399999999999975,4.882
201,US-2014-RS1987036-41958,OFF-FA-5481,9.376,2,0.2,2.776,1.835
202,US-2014-RS1987036-41958,OFF-EN-5028,33.44,5,0.2,-4.659999999999999,1.887
203,MX-2015-CS1249082-42286,OFF-ST-4057,256.7400000000001,3,0.0,0.0,26.588
204,MX-2015-FP1432082-42340,OFF-PA-4159,118.80000000000004,9,0.0,56.88000000000001,8.368
205,MX-2014-EB14170143-41901,FUR-CH-4560,80.112,2,0.4,9.312,3.147
206,MX-2014-EB14170143-41901,OFF-ST-6247,107.304,2,0.4,-64.41600000000001,13.208000000000002
207,MX-2014-EB14170143-41901,OFF-AR-3498,30.24,5,0.4,-0.5599999999999994,3.326
208,US-2015-MW182205-42095,FUR-CH-5406,67.77599999999998,2,0.4,-44.064,8.765
209,US-2015-MW182205-42095,OFF-BI-4816,63.504000000000005,6,0.7,-146.13599999999997,12.792
210,US-2015-MW182205-42095,OFF-EN-5040,24.024,2,0.4,3.184,6.738
211,US-2015-MW182205-42095,OFF-BI-3293,2.3160000000000003,2,0.7,-2.5640000000000005,1.349
212,US-2015-MW182205-42095,OFF-FA-6201,8.184000000000001,2,0.4,-2.056,2.47
213,US-2015-MW182205-42095,OFF-EN-3098,198.528,11,0.4,-23.231999999999992,42.666
214,US-2012-CS1195036-41075,FUR-CH-5775,738.2879999999999,3,0.2,-166.152,14.598
215,MX-2015-DO1343518-42305,OFF-BI-4823,8.6,2,0.0,3.6,1.822
216,US-2012-RR1952536-41270,TEC-PH-5251,88.096,2,0.2,-14.344,12.498
217,US-2012-RR1952536-41270,FUR-CH-5436,276.9120000000001,9,0.2,-10.548000000000012,44.9
218,US-2012-RR1952536-41270,TEC-AC-4151,110.72,5,0.2,-23.58,35.125
219,US-2012-RR1952536-41270,TEC-PH-3150,538.2400000000001,8,0.2,-107.68000000000004,103.124
220,US-2012-RR1952536-41270,TEC-PH-5841,1696.64,5,0.2,-148.46000000000004,704.056
221,MX-2013-MH1762082-41612,OFF-ST-6284,142.07999999999998,4,0.0,7.040000000000001,11.422
222,MX-2013-MH1762082-41612,OFF-AP-4733,818.0799999999999,4,0.0,8.16,77.97999999999999
223,MX-2013-MH1762082-41612,OFF-LA-5403,17.76,3,0.0,0.12,1.528
224,MX-2013-MH1762082-41612,OFF-AP-4506,723.12,2,0.0,86.76,104.495
225,MX-2013-MH1762082-41612,OFF-ST-4261,123.19999999999996,7,0.0,31.919999999999995,6.315
226,MX-2013-MH1762082-41612,TEC-CO-3587,519.93804,3,0.002,217.71804000000003,31.416000000000004
227,MX-2012-AG1030082-41250,FUR-CH-5446,688.3200000000002,9,0.2,0.0,44.499
228,MX-2015-BM1114039-42361,OFF-EN-4920,86.7,5,0.0,35.5,8.429
229,MX-2015-CL1270093-42284,FUR-BO-5778,398.52,3,0.0,191.28000000000003,35.208
230,MX-2015-RK1930082-42206,OFF-PA-4170,29.880000000000003,2,0.0,13.44,7.823
231,MX-2015-RK1930082-42206,OFF-AR-6128,63.48,2,0.0,30.44,16.336000000000002
232,MX-2015-RK1930082-42206,FUR-CH-4655,1219.0399999999995,5,0.2,198.04000000000005,185.44
233,MX-2015-RK1930082-42206,TEC-CO-4568,176.38652000000002,1,0.002,26.14652,39.431
234,MX-2015-RK1930082-42206,FUR-CH-5449,229.056,3,0.2,8.556000000000006,88.44800000000001
235,MX-2014-MG1814539-41787,OFF-BI-3712,113.04,6,0.0,40.67999999999999,28.92
236,MX-2014-MG1814539-41787,FUR-FU-5739,50.4,3,0.0,4.0200000000000005,17.719
237,MX-2015-KD1649593-42131,FUR-BO-3624,549.52,2,0.0,109.88,31.647
238,MX-2013-LS1724582-41531,OFF-AP-4964,2278.32,6,0.0,751.8,138.706
239,MX-2014-AS1009082-41732,FUR-BO-3891,1098.96,5,0.2,233.46,66.627
240,MX-2014-AS1009082-41732,OFF-BI-6370,58.98,3,0.0,25.32,3.067
241,MX-2012-AH1019531-40965,TEC-PH-5830,177.35999999999996,4,0.0,54.96,9.279
242,MX-2012-AH1019531-40965,TEC-AC-5217,51.96,3,0.0,18.660000000000004,3.675
243,MX-2012-AH1019531-40965,FUR-CH-4563,360.23999999999995,3,0.0,104.46,27.399
244,MX-2012-AH1019531-40965,OFF-SU-3003,55.040000000000006,2,0.0,1.64,4.857
245,MX-2015-GB1453039-42075,OFF-LA-4688,22.2,5,0.0,9.3,1.743
246,MX-2015-GB1453039-42075,OFF-SU-6168,44.0,4,0.0,3.5200000000000005,2.803
247,MX-2012-AC1042031-41136,TEC-PH-5335,226.12,2,0.0,97.2,38.427
248,MX-2012-AC1042031-41136,TEC-AC-3397,158.0,4,0.0,20.48,19.884
249,MX-2015-TT2126539-42318,OFF-AR-5926,41.2,5,0.0,5.699999999999999,4.462
250,MX-2015-TT2126539-42318,OFF-BI-4807,43.7,5,0.0,12.2,5.9670000000000005
251,MX-2013-PT1909082-41418,FUR-FU-3048,63.648,3,0.4,8.44799999999999,3.5450000000000004
252,US-2014-SC208455-41669,FUR-BO-3647,249.72,5,0.4,-33.38000000000002,25.606
253,US-2014-SC208455-41669,OFF-LA-6063,9.143999999999998,2,0.4,-0.1759999999999991,1.082
254,US-2014-SC208455-41669,OFF-LA-5400,9.743999999999998,4,0.4,-0.6559999999999995,1.938
255,MX-2015-LW1699031-42273,OFF-ST-5693,188.84,2,0.0,41.52,16.687
256,MX-2013-LB1673582-41489,OFF-PA-4177,119.64,6,0.0,31.079999999999995,8.018
257,MX-2013-LB1673582-41489,TEC-CO-6005,161.59616,2,0.002,30.43616,23.556
258,MX-2013-RK1930018-41416,OFF-LA-6045,51.79999999999999,7,0.0,0.0,2.505
259,MX-2012-SZ2003582-41080,FUR-BO-3631,264.512,4,0.2,13.151999999999996,27.225
260,MX-2012-SZ2003582-41080,TEC-AC-5880,51.08,2,0.0,14.28,5.309
261,MX-2012-SZ2003582-41080,TEC-AC-5866,110.64,2,0.0,37.6,6.618
262,MX-2013-AB1010582-41596,FUR-CH-4525,118.80000000000004,3,0.2,14.82,14.31
263,MX-2014-KF1628526-41824,OFF-PA-3993,123.48,7,0.0,41.86,9.348
264,US-2014-AH10585143-41943,TEC-PH-5846,246.48,5,0.4,-37.01999999999998,16.966
265,US-2014-PO1885082-41863,FUR-TA-3440,285.376,1,0.2,-17.843999999999994,13.297
266,MX-2013-EH1399051-41559,OFF-AR-6124,17.64,2,0.0,0.32,1.263
267,MX-2013-EJ1372082-41628,OFF-EN-4445,77.1,3,0.0,20.04,5.384
268,MX-2015-DJ1351018-42206,FUR-CH-5378,607.3599999999998,2,0.0,133.6,1.875
269,MX-2015-DJ1351018-42206,OFF-EN-3100,92.4,4,0.0,45.2,6.856
270,MX-2015-DJ1351018-42206,OFF-FA-6193,26.820000000000004,3,0.0,0.24,3.472
271,US-2015-KM167205-42096,OFF-BI-2917,3.432000000000001,2,0.7,-4.928,1.604
272,US-2015-KM167205-42096,OFF-ST-6281,43.36799999999999,2,0.4,-22.431999999999995,2.97
273,MX-2015-BB1154582-42329,OFF-FA-2951,53.7,5,0.0,14.4,5.6770000000000005
274,US-2015-MN1793555-42250,OFF-BI-4817,102.84,5,0.4,-3.460000000000002,18.486
275,US-2015-MN1793555-42250,OFF-SU-4973,29.01599999999999,2,0.4,-6.303999999999993,4.888
276,US-2012-VG2179054-41019,FUR-CH-4654,551.5559999999998,3,0.4,-101.12399999999994,52.262
277,MX-2014-AG1076539-41887,OFF-ST-4252,105.12,8,0.0,8.32,6.037
278,MX-2014-AG1076539-41887,OFF-AR-6128,126.96,4,0.0,60.88,5.575
279,MX-2012-LS1697518-41188,OFF-AR-5919,32.68,2,0.0,6.2,5.493
280,MX-2013-CL1189018-41459,TEC-PH-5839,3408.000000000001,8,0.0,238.56,41.893
281,US-2015-KB1640518-42328,FUR-FU-3039,14.951999999999998,3,0.6,-22.428,1.246
282,MX-2015-DH1367539-42260,FUR-CH-4628,90.29999999999998,3,0.0,3.6,9.522
283,MX-2013-AP1091531-41604,OFF-SU-2993,137.44,4,0.0,35.68,10.838
284,US-2015-SB2029018-42111,OFF-ST-4252,31.536,6,0.6,-41.064,2.861
285,MX-2014-DW1354082-41660,OFF-ST-6060,64.0,2,0.0,3.2,5.361
286,MX-2014-DW1354082-41660,FUR-BO-5778,318.816,3,0.2,111.57600000000002,29.282
